id,colour,gene
ENSG00000169976,black,SF3B5
ENSG00000169994,turquoise,MYO7B
ENSG00000170006,turquoise,TMEM154
ENSG00000170017,turquoise,ALCAM
ENSG00000170027,black,YWHAG
ENSG00000170160,brown,CCDC144A
ENSG00000170190,black,SLC16A5
ENSG00000170242,greenyellow,USP47
ENSG00000170264,brown,FAM161A
ENSG00000170265,black,ZNF282
ENSG00000170312,pink,CDK1
ENSG00000170315,black,UBB
ENSG00000170325,blue,PRDM10
ENSG00000170348,black,TMED10
ENSG00000170379,purple,FAM115C
ENSG00000170417,brown,TMEM182
ENSG00000170421,black,KRT8
ENSG00000170502,greenyellow,NUDT9
ENSG00000170509,brown,HSD17B13
ENSG00000170525,turquoise,PFKFB3
ENSG00000170545,pink,SMAGP
ENSG00000170619,black,COMMD5
ENSG00000170647,blue,TMEM133
ENSG00000170677,blue,SOCS6
ENSG00000170759,blue,KIF5B
ENSG00000170801,green,HTRA3
ENSG00000170836,blue,PPM1D
ENSG00000170848,blue,PSG6
ENSG00000170854,blue,MINA
ENSG00000170860,greenyellow,LSM3
ENSG00000170871,blue,KIAA0232
ENSG00000170876,black,TMEM43
ENSG00000170881,blue,RNF139
ENSG00000170906,black,NDUFA3
ENSG00000170949,brown,ZNF160
ENSG00000171004,pink,HS6ST2
ENSG00000171017,black,LRRC8E
ENSG00000171049,turquoise,FPR2
ENSG00000171051,green,FPR1
ENSG00000171100,blue,MTM1
ENSG00000171105,black,INSR
ENSG00000171109,brown,MFN1
ENSG00000171161,black,ZNF672
ENSG00000171222,black,SCAND1
ENSG00000171241,pink,SHCBP1
ENSG00000171302,black,CANT1
ENSG00000171314,black,PGAM1
ENSG00000171345,purple,KRT19
ENSG00000171443,black,ZNF524
ENSG00000171466,brown,ZNF562
ENSG00000171476,black,HOPX
ENSG00000171530,greenyellow,TBCA
ENSG00000171604,black,CXXC5
ENSG00000171608,green,PIK3CD
ENSG00000171659,turquoise,GPR34
ENSG00000171681,greenyellow,ATF7IP
ENSG00000171700,green,RGS19
ENSG00000171720,black,HDAC3
ENSG00000171791,purple,BCL2
ENSG00000171812,turquoise,COL8A2
ENSG00000171848,pink,RRM2
ENSG00000171858,black,RPS21
ENSG00000171860,green,C3AR1
ENSG00000171863,black,RPS7
ENSG00000171914,turquoise,TLN2
ENSG00000171940,greenyellow,ZNF217
ENSG00000171988,greenyellow,JMJD1C
ENSG00000172046,black,USP19
ENSG00000172053,black,QARS
ENSG00000172057,black,ORMDL3
ENSG00000172086,greenyellow,KRCC1
ENSG00000172197,brown,MBOAT1
ENSG00000172215,purple,CXCR6
ENSG00000172216,black,CEBPB
ENSG00000172243,turquoise,CLEC7A
ENSG00000172260,brown,NEGR1
ENSG00000172262,greenyellow,ZNF131
ENSG00000172270,black,BSG
ENSG00000172296,purple,SPTLC3
ENSG00000172318,brown,B3GALT1
ENSG00000172331,blue,BPGM
ENSG00000172336,black,POP7
ENSG00000172380,blue,GNG12
ENSG00000172382,brown,PRSS27
ENSG00000172403,turquoise,SYNPO2
ENSG00000172409,black,CLP1
ENSG00000172469,turquoise,MANEA
ENSG00000172493,blue,AFF1
ENSG00000172500,black,FIBP
ENSG00000172531,black,PPP1CA
ENSG00000172613,brown,RAD9A
ENSG00000172638,green,EFEMP2
ENSG00000172650,brown,AGAP5
ENSG00000172660,brown,TAF15
ENSG00000172725,black,CORO1B
ENSG00000172766,brown,NAA16
ENSG00000172795,purple,DCP2
ENSG00000172818,black,OVOL1
ENSG00000172828,brown,CES3
ENSG00000172845,blue,SP3
ENSG00000172888,greenyellow,ZNF621
ENSG00000172900,brown,AP002387.1
ENSG00000172954,brown,LCLAT1
ENSG00000172977,black,KAT5
ENSG00000173011,purple,TADA2B
ENSG00000173041,brown,ZNF680
ENSG00000173113,black,TRMT112
ENSG00000173153,black,ESRRA
ENSG00000173156,black,RHOD
ENSG00000173171,black,MTX1
ENSG00000173198,brown,CYSLTR1
ENSG00000173200,brown,PARP15
ENSG00000173209,brown,AHSA2
ENSG00000173212,brown,MAB21L3
ENSG00000173214,purple,KIAA1919
ENSG00000173221,black,GLRX
ENSG00000173230,brown,GOLGB1
ENSG00000173258,brown,ZNF483
ENSG00000173264,black,GPR137
ENSG00000173276,blue,ZBTB21
ENSG00000173281,purple,PPP1R3B
ENSG00000173369,green,C1QB
ENSG00000173402,black,DAG1
ENSG00000173421,brown,CCDC36
ENSG00000173457,black,PPP1R14B
ENSG00000173465,black,SSSCA1
ENSG00000173486,blue,FKBP2
ENSG00000173517,brown,PEAK1
ENSG00000173546,turquoise,CSPG4
ENSG00000173548,turquoise,SNX33
ENSG00000173559,brown,NABP1
ENSG00000173575,brown,CHD2
ENSG00000173578,turquoise,XCR1
ENSG00000173597,brown,SULT1B1
ENSG00000173611,brown,SCAI
ENSG00000173614,brown,NMNAT1
ENSG00000173653,black,RCE1
ENSG00000173681,brown,CXorf23
ENSG00000173744,purple,AGFG1
ENSG00000173757,black,STAT5B
ENSG00000173848,blue,NET1
ENSG00000173852,pink,DPY19L1
ENSG00000173889,greenyellow,PHC3
ENSG00000173918,black,C1QTNF1
ENSG00000173947,purple,PIFO
ENSG00000174004,green,NRROS
ENSG00000174093,brown,RP11-1407O15.2
ENSG00000174099,turquoise,MSRB3
ENSG00000174125,green,TLR1
ENSG00000174165,black,ZDHHC24
ENSG00000174197,greenyellow,MGA
ENSG00000174243,black,DDX23
ENSG00000174348,turquoise,PODN
ENSG00000174371,pink,EXO1
ENSG00000174373,greenyellow,RALGAPA1
ENSG00000174405,greenyellow,LIG4
ENSG00000174444,black,RPL4
ENSG00000174456,brown,C12orf76
ENSG00000174501,brown,ANKRD36C
ENSG00000174574,blue,AKIRIN1
ENSG00000174600,green,CMKLR1
ENSG00000174607,brown,UGT8
ENSG00000174697,purple,LEP
ENSG00000174705,turquoise,SH3PXD2B
ENSG00000174718,brown,KIAA1551
ENSG00000174720,greenyellow,LARP7
ENSG00000174748,black,RPL15
ENSG00000174749,brown,C4orf32
ENSG00000174799,brown,CEP135
ENSG00000174851,black,YIF1A
ENSG00000174886,black,NDUFA11
ENSG00000174903,black,RAB1B
ENSG00000174917,black,C19orf70
ENSG00000174938,green,SEZ6L2
ENSG00000175040,turquoise,CHST2
ENSG00000175063,pink,UBE2C
ENSG00000175084,turquoise,DES
ENSG00000175106,brown,TVP23C
ENSG00000175115,green,PACS1
ENSG00000175137,black,SH3BP5L
ENSG00000175170,brown,FAM182B
ENSG00000175213,black,ZNF408
ENSG00000175221,black,MED16
ENSG00000175224,black,ATG13
ENSG00000175283,black,DOLK
ENSG00000175315,turquoise,CST6
ENSG00000175348,black,TMEM9B
ENSG00000175352,brown,NRIP3
ENSG00000175455,brown,CCDC14
ENSG00000175489,green,LRRC25
ENSG00000175550,black,DRAP1
ENSG00000175573,black,C11orf68
ENSG00000175582,greenyellow,RAB6A
ENSG00000175591,black,P2RY2
ENSG00000175707,black,C1orf172
ENSG00000175727,turquoise,MLXIP
ENSG00000175756,black,AURKAIP1
ENSG00000175782,brown,SLC35E3
ENSG00000176014,turquoise,TUBB6
ENSG00000176087,black,SLC35A4
ENSG00000176095,black,IP6K1
ENSG00000176101,black,SSNA1
ENSG00000176124,brown,DLEU1
ENSG00000176142,blue,TMEM39A
ENSG00000176204,brown,LRRTM4
ENSG00000176244,brown,ACBD7
ENSG00000176340,black,COX8A
ENSG00000176396,black,EID2
ENSG00000176485,purple,PLA2G16
ENSG00000176532,turquoise,PRR15
ENSG00000176542,greenyellow,KIAA2018
ENSG00000176593,brown,CTD-2368P22.1
ENSG00000176715,brown,ACSF3
ENSG00000176720,green,BOK
ENSG00000176788,purple,BASP1
ENSG00000176890,pink,TYMS
ENSG00000176903,turquoise,PNMA1
ENSG00000176946,black,THAP4
ENSG00000176971,turquoise,FIBIN
ENSG00000176986,black,SEC24C
ENSG00000177000,green,MTHFR
ENSG00000177076,purple,ACER2
ENSG00000177105,black,RHOG
ENSG00000177311,blue,ZBTB38
ENSG00000177352,black,CCDC71
ENSG00000177425,blue,PAWR
ENSG00000177565,purple,TBL1XR1
ENSG00000177576,blue,C18orf32
ENSG00000177628,black,GBA
ENSG00000177663,turquoise,IL17RA
ENSG00000177683,blue,THAP5
ENSG00000177707,blue,PVRL3
ENSG00000177733,black,HNRNPA0
ENSG00000177830,black,CHID1
ENSG00000177888,blue,ZBTB41
ENSG00000177917,black,ARL6IP6
ENSG00000177954,black,RPS27
ENSG00000177963,black,RIC8A
ENSG00000178035,black,IMPDH2
ENSG00000178105,brown,DDX10
ENSG00000178162,brown,FAR2P2
ENSG00000178202,black,KDELC2
ENSG00000178567,brown,EPM2AIP1
ENSG00000178665,brown,ZNF713
ENSG00000178741,black,COX5A
ENSG00000178860,green,MSC
ENSG00000178913,greenyellow,TAF7
ENSG00000178982,black,EIF3K
ENSG00000178997,brown,EXD1
ENSG00000179091,black,CYC1
ENSG00000179119,black,SPTY2D1
ENSG00000179218,black,CALR
ENSG00000179240,brown,RP11-111M22.2
ENSG00000179262,black,RAD23A
ENSG00000179403,black,VWA1
ENSG00000179532,brown,DNHD1
ENSG00000179562,black,GCC1
ENSG00000179604,black,CDC42EP4
ENSG00000179632,black,MAF1
ENSG00000179698,brown,KIAA1875
ENSG00000179761,turquoise,PIPOX
ENSG00000179820,turquoise,MYADM
ENSG00000179841,brown,AKAP5
ENSG00000179869,brown,ABCA13
ENSG00000179950,black,PUF60
ENSG00000179958,salmon,DCTPP1
ENSG00000179979,brown,CRIPAK
ENSG00000179988,brown,PSTK
ENSG00000180011,brown,ZADH2
ENSG00000180178,brown,FAR2P1
ENSG00000180233,purple,ZNRF2
ENSG00000180251,blue,SLC9A4
ENSG00000180376,brown,CCDC66
ENSG00000180398,blue,MCFD2
ENSG00000180447,turquoise,GAS1
ENSG00000180448,purple,HMHA1
ENSG00000180479,brown,ZNF571
ENSG00000180481,brown,GLIPR1L2
ENSG00000180488,greenyellow,FAM73A
ENSG00000180530,purple,NRIP1
ENSG00000180611,black,MB21D2
ENSG00000180672,pink,AC007362.1
ENSG00000180747,brown,CTD-2547E10.2
ENSG00000180758,purple,GPR157
ENSG00000180776,black,ZDHHC20
ENSG00000180817,pink,PPA1
ENSG00000180822,brown,PSMG4
ENSG00000180871,turquoise,CXCR2
ENSG00000180879,black,SSR4
ENSG00000180891,green,CUEDC1
ENSG00000180900,black,SCRIB
ENSG00000180901,black,KCTD2
ENSG00000180992,black,MRPL14
ENSG00000181027,black,FKRP
ENSG00000181029,black,TRAPPC5
ENSG00000181045,black,SLC26A11
ENSG00000181104,turquoise,F2R
ENSG00000181126,brown,HLA-V
ENSG00000181143,turquoise,MUC16
ENSG00000181191,blue,PJA1
ENSG00000181458,brown,TMEM45A
ENSG00000181619,brown,GPR135
ENSG00000181666,brown,HKR1
ENSG00000181690,blue,PLAG1
ENSG00000181704,blue,YIPF6
ENSG00000181789,black,COPG1
ENSG00000181804,green,SLC9A9
ENSG00000181826,black,RELL1
ENSG00000181885,black,CLDN7
ENSG00000182010,pink,RTKN2
ENSG00000182022,turquoise,CHST15
ENSG00000182107,black,TMEM30B
ENSG00000182108,black,DEXI
ENSG00000182117,black,NOP10
ENSG00000182141,brown,ZNF708
ENSG00000182149,black,IST1
ENSG00000182158,blue,CREB3L2
ENSG00000182180,black,MRPS16
ENSG00000182240,black,BACE2
ENSG00000182253,turquoise,SYNM
ENSG00000182318,brown,ZSCAN22
ENSG00000182326,turquoise,C1S
ENSG00000182329,brown,AC079354.1
ENSG00000182389,brown,CACNB4
ENSG00000182400,greenyellow,TRAPPC6B
ENSG00000182489,black,XKRX
ENSG00000182512,black,GLRX5
ENSG00000182534,turquoise,MXRA7
ENSG00000182541,black,LIMK2
ENSG00000182544,black,MFSD5
ENSG00000182545,brown,RNASE10
ENSG00000182572,salmon,HIST1H3I
ENSG00000182575,turquoise,NXPH3
ENSG00000182580,purple,EPHB3
ENSG00000182611,pink,HIST1H2AJ
ENSG00000182612,brown,TSPAN10
ENSG00000182646,black,FAM156A
ENSG00000182749,black,PAQR7
ENSG00000182752,blue,PAPPA
ENSG00000182809,black,CRIP2
ENSG00000182810,black,DDX28
ENSG00000182858,black,ALG12
ENSG00000182871,green,COL18A1
ENSG00000182899,black,RPL35A
ENSG00000182903,brown,ZNF721
ENSG00000182934,black,SRPR
ENSG00000182986,brown,ZNF320
ENSG00000183010,turquoise,PYCR1
ENSG00000183023,turquoise,SLC8A1
ENSG00000183054,greenyellow,RGPD6
ENSG00000183087,green,GAS6
ENSG00000183098,turquoise,GPC6
ENSG00000183111,blue,ARHGEF37
ENSG00000183160,turquoise,TMEM119
ENSG00000183206,brown,POTEC
ENSG00000183255,black,PTTG1IP
ENSG00000183317,brown,EPHA10
ENSG00000183340,brown,JRKL
ENSG00000183354,greenyellow,KIAA2026
ENSG00000183476,blue,SH2D7
ENSG00000183486,turquoise,MX2
ENSG00000183508,turquoise,FAM46C
ENSG00000183579,pink,ZNRF3
ENSG00000183598,salmon,HIST2H3D
ENSG00000183617,black,MRPL54
ENSG00000183668,black,PSG9
ENSG00000183691,turquoise,NOG
ENSG00000183723,turquoise,CMTM4
ENSG00000183734,turquoise,ASCL2
ENSG00000183735,blue,TBK1
ENSG00000183751,black,TBL3
ENSG00000183808,brown,RBM12B
ENSG00000183963,turquoise,SMTN
ENSG00000183978,black,COA3
ENSG00000184224,brown,C11orf72
ENSG00000184270,salmon,HIST2H2AB
ENSG00000184281,black,TSSC4
ENSG00000184319,brown,RPL23AP82
ENSG00000184347,turquoise,SLIT3
ENSG00000184348,salmon,HIST1H2AK
ENSG00000184357,salmon,HIST1H1B
ENSG00000184363,black,PKP3
ENSG00000184368,pink,MAP7D2
ENSG00000184371,green,CSF1
ENSG00000184414,brown,RP11-44M6.3
ENSG00000184436,black,THAP7
ENSG00000184465,brown,WDR27
ENSG00000184517,blue,ZFP1
ENSG00000184640,salmon,SEPT9
ENSG00000184678,black,HIST2H2BE
ENSG00000184792,turquoise,OSBP2
ENSG00000184825,salmon,HIST1H2AH
ENSG00000184840,black,TMED9
ENSG00000184863,brown,RBM33
ENSG00000184916,green,JAG2
ENSG00000184984,turquoise,CHRM5
ENSG00000185022,blue,MAFF
ENSG00000185049,black,NELFA
ENSG00000185085,black,INTS5
ENSG00000185127,black,C6orf120
ENSG00000185129,blue,PURA
ENSG00000185130,salmon,HIST1H2BL
ENSG00000185158,brown,LRRC37B
ENSG00000185163,brown,DDX51
ENSG00000185246,brown,PRPF39
ENSG00000185250,brown,PPIL6
ENSG00000185269,turquoise,NOTUM
ENSG00000185305,pink,ARL15
ENSG00000185345,brown,PARK2
ENSG00000185404,brown,SP140L
ENSG00000185436,brown,IFNLR1
ENSG00000185442,turquoise,FAM174B
ENSG00000185475,black,TMEM179B
ENSG00000185483,turquoise,ROR1
ENSG00000185507,green,IRF7
ENSG00000185567,turquoise,AHNAK2
ENSG00000185591,blue,SP1
ENSG00000185624,black,P4HB
ENSG00000185634,brown,SHC4
ENSG00000185664,black,PMEL
ENSG00000185670,black,ZBTB3
ENSG00000185697,greenyellow,MYBL1
ENSG00000185721,black,DRG1
ENSG00000185745,turquoise,IFIT1
ENSG00000185811,turquoise,IKZF1
ENSG00000185825,black,BCAP31
ENSG00000185864,brown,NPIPB4
ENSG00000185869,brown,ZNF829
ENSG00000185896,black,LAMP1
ENSG00000185900,black,POMK
ENSG00000185946,brown,RNPC3
ENSG00000185989,turquoise,RASA3
ENSG00000186001,brown,LRCH3
ENSG00000186010,black,NDUFA13
ENSG00000186111,green,PIP5K1C
ENSG00000186222,black,BLOC1S4
ENSG00000186329,brown,TMEM212
ENSG00000186340,turquoise,THBS2
ENSG00000186352,purple,ANKRD37
ENSG00000186409,brown,CCDC30
ENSG00000186417,blue,GLDN
ENSG00000186468,black,RPS23
ENSG00000186480,purple,INSIG1
ENSG00000186487,brown,MYT1L
ENSG00000186501,black,TMEM222
ENSG00000186517,green,ARHGAP30
ENSG00000186652,turquoise,PRG2
ENSG00000186660,blue,ZFP91
ENSG00000186716,black,BCR
ENSG00000186812,brown,ZNF397
ENSG00000186814,brown,ZSCAN30
ENSG00000186854,brown,TRABD2A
ENSG00000186862,purple,PDZD7
ENSG00000186918,purple,ZNF395
ENSG00000187079,turquoise,TEAD1
ENSG00000187210,turquoise,GCNT1
ENSG00000187266,green,EPOR
ENSG00000187474,turquoise,FPR3
ENSG00000187486,brown,KCNJ11
ENSG00000187492,brown,CDHR4
ENSG00000187498,green,COL4A1
ENSG00000187605,purple,TET3
ENSG00000187667,brown,WHAMMP3
ENSG00000187688,green,TRPV2
ENSG00000187713,black,TMEM203
ENSG00000187715,brown,KBTBD12
ENSG00000187742,greenyellow,SECISBP2
ENSG00000187764,turquoise,SEMA4D
ENSG00000187837,black,HIST1H1C
ENSG00000187838,green,TMEM256-PLSCR3
ENSG00000187860,brown,CCDC157
ENSG00000187990,salmon,HIST1H2BG
ENSG00000188064,brown,WNT7B
ENSG00000188107,brown,EYS
ENSG00000188112,turquoise,C6orf132
ENSG00000188153,turquoise,COL4A5
ENSG00000188157,turquoise,AGRN
ENSG00000188177,greenyellow,ZC3H6
ENSG00000188186,black,LAMTOR4
ENSG00000188227,brown,ZNF793
ENSG00000188342,blue,GTF2F2
ENSG00000188404,turquoise,SELL
ENSG00000188486,salmon,H2AFX
ENSG00000188536,turquoise,HBA2
ENSG00000188596,brown,C12orf55
ENSG00000188603,black,CLN3
ENSG00000188647,blue,PTAR1
ENSG00000188706,turquoise,ZDHHC9
ENSG00000188732,brown,FAM221A
ENSG00000188738,brown,FSIP2
ENSG00000188822,brown,CNR2
ENSG00000188910,turquoise,GJB3
ENSG00000188938,purple,FAM120AOS
ENSG00000188994,blue,ZNF292
ENSG00000189042,greenyellow,ZNF567
ENSG00000189043,black,NDUFA4
ENSG00000189079,greenyellow,ARID2
ENSG00000189136,brown,UBE2Q2P1
ENSG00000189143,black,CLDN4
ENSG00000189159,turquoise,HN1
ENSG00000189164,brown,ZNF527
ENSG00000189212,brown,DPY19L2P1
ENSG00000189221,black,MAOA
ENSG00000189298,brown,ZKSCAN3
ENSG00000189306,black,RRP7A
ENSG00000189332,greenyellow,RP11-113D6.10
ENSG00000189350,brown,FAM179A
ENSG00000189409,turquoise,MMP23B
ENSG00000196074,brown,SYCP2
ENSG00000196083,purple,IL1RAP
ENSG00000196138,brown,AC005831.1
ENSG00000196154,turquoise,S100A4
ENSG00000196176,salmon,HIST1H4A
ENSG00000196177,brown,ACADSB
ENSG00000196182,black,STK40
ENSG00000196199,brown,MPHOSPH8
ENSG00000196226,salmon,HIST1H2BB
ENSG00000196233,blue,LCOR
ENSG00000196236,brown,XPNPEP3
ENSG00000196247,brown,ZNF107
ENSG00000196262,green,PPIA
ENSG00000196263,brown,ZNF471
ENSG00000196268,brown,ZNF493
ENSG00000196290,black,NIF3L1
ENSG00000196331,salmon,HIST1H2BO
ENSG00000196345,brown,ZKSCAN7
ENSG00000196352,blue,CD55
ENSG00000196355,brown,AC021860.1
ENSG00000196374,salmon,HIST1H2BM
ENSG00000196417,purple,ZNF765
ENSG00000196428,purple,TSC22D2
ENSG00000196440,brown,ARMCX4
ENSG00000196449,black,YRDC
ENSG00000196458,greenyellow,ZNF605
ENSG00000196470,blue,SIAH1
ENSG00000196482,blue,ESRRG
ENSG00000196504,greenyellow,PRPF40A
ENSG00000196511,pink,TPK1
ENSG00000196526,turquoise,AFAP1
ENSG00000196532,salmon,HIST1H3C
ENSG00000196562,turquoise,SULF2
ENSG00000196565,turquoise,HBG2
ENSG00000196584,greenyellow,XRCC2
ENSG00000196586,brown,MYO6
ENSG00000196588,green,MKL1
ENSG00000196597,brown,ZNF782
ENSG00000196648,brown,GOLGA6L20
ENSG00000196664,turquoise,TLR7
ENSG00000196683,black,TOMM7
ENSG00000196689,brown,TRPV1
ENSG00000196705,brown,ZNF431
ENSG00000196724,brown,ZNF418
ENSG00000196730,purple,DAPK1
ENSG00000196743,black,GM2A
ENSG00000196747,salmon,HIST1H2AI
ENSG00000196787,salmon,HIST1H2AG
ENSG00000196792,greenyellow,STRN3
ENSG00000196865,greenyellow,NHLRC2
ENSG00000196866,salmon,HIST1H2AD
ENSG00000196872,turquoise,KIAA1211L
ENSG00000196912,brown,ANKRD36B
ENSG00000196917,turquoise,HCAR1
ENSG00000196923,turquoise,PDLIM7
ENSG00000196924,turquoise,FLNA
ENSG00000196927,brown,AC009093.1
ENSG00000196961,black,AP2A1
ENSG00000196968,purple,FUT11
ENSG00000196975,purple,ANXA4
ENSG00000196998,black,WDR45
ENSG00000197016,brown,ZNF470
ENSG00000197045,blue,GMFB
ENSG00000197061,black,HIST1H4C
ENSG00000197122,turquoise,SRC
ENSG00000197136,black,PCNXL3
ENSG00000197140,brown,ADAM32
ENSG00000197146,brown,AL133458.1
ENSG00000197150,black,ABCB8
ENSG00000197153,salmon,HIST1H3J
ENSG00000197182,brown,FLJ27365
ENSG00000197217,blue,ENTPD4
ENSG00000197238,salmon,HIST1H4J
ENSG00000197249,turquoise,SERPINA1
ENSG00000197256,turquoise,KANK2
ENSG00000197296,brown,FITM2
ENSG00000197302,brown,ZNF720
ENSG00000197321,turquoise,SVIL
ENSG00000197323,greenyellow,TRIM33
ENSG00000197324,black,LRP10
ENSG00000197329,blue,PELI1
ENSG00000197409,salmon,HIST1H3D
ENSG00000197415,turquoise,VEPH1
ENSG00000197442,turquoise,MAP3K5
ENSG00000197459,salmon,HIST1H2BH
ENSG00000197471,brown,SPN
ENSG00000197496,turquoise,SLC2A10
ENSG00000197497,brown,ZNF665
ENSG00000197562,black,RAB40C
ENSG00000197565,turquoise,COL4A6
ENSG00000197579,greenyellow,TOPORS
ENSG00000197622,black,CDC42SE1
ENSG00000197632,blue,SERPINB2
ENSG00000197697,salmon,HIST1H2BE
ENSG00000197746,black,PSAP
ENSG00000197747,turquoise,S100A10
ENSG00000197756,black,RPL37A
ENSG00000197816,brown,CCDC180
ENSG00000197837,black,HIST4H4
ENSG00000197846,salmon,HIST1H2BF
ENSG00000197847,brown,SLC22A20
ENSG00000197852,turquoise,FAM212B
ENSG00000197872,black,FAM49A
ENSG00000197914,salmon,HIST1H4K
ENSG00000197959,brown,DNM3
ENSG00000197971,turquoise,MBP
ENSG00000198000,brown,NOL8
ENSG00000198039,brown,ZNF273
ENSG00000198040,brown,ZNF84
ENSG00000198089,brown,SFI1
ENSG00000198105,brown,ZNF248
ENSG00000198113,green,TOR4A
ENSG00000198133,black,TMEM229B
ENSG00000198142,purple,SOWAHC
ENSG00000198150,brown,AC135178.1
ENSG00000198162,blue,MAN1A2
ENSG00000198169,brown,ZNF251
ENSG00000198171,black,DDRGK1
ENSG00000198242,black,RPL23A
ENSG00000198258,black,UBL5
ENSG00000198300,purple,PEG3
ENSG00000198355,black,PIM3
ENSG00000198356,black,ASNA1
ENSG00000198366,salmon,HIST1H3A
ENSG00000198373,black,WWP2
ENSG00000198374,salmon,HIST1H2AL
ENSG00000198408,brown,MGEA5
ENSG00000198420,pink,FAM115A
ENSG00000198431,blue,TXNRD1
ENSG00000198466,brown,ZNF587
ENSG00000198467,turquoise,TPM2
ENSG00000198517,black,MAFK
ENSG00000198558,salmon,HIST1H4L
ENSG00000198586,greenyellow,TLK1
ENSG00000198624,black,CCDC69
ENSG00000198625,brown,MDM4
ENSG00000198668,purple,CALM1
ENSG00000198680,purple,TUSC1
ENSG00000198695,brown,MT-ND6
ENSG00000198707,brown,CEP290
ENSG00000198712,brown,MT-CO2
ENSG00000198715,black,C1orf85
ENSG00000198727,brown,MT-CYB
ENSG00000198729,blue,PPP1R14C
ENSG00000198755,black,RPL10A
ENSG00000198763,brown,MT-ND2
ENSG00000198783,greenyellow,ZNF830
ENSG00000198786,brown,MT-ND5
ENSG00000198792,black,TMEM184B
ENSG00000198804,brown,MT-CO1
ENSG00000198814,turquoise,GK
ENSG00000198815,blue,FOXJ3
ENSG00000198826,pink,ARHGAP11A
ENSG00000198832,turquoise,SELM
ENSG00000198841,black,KTI12
ENSG00000198843,black,SELT
ENSG00000198886,brown,MT-ND4
ENSG00000198887,brown,SMC5
ENSG00000198888,brown,MT-ND1
ENSG00000198899,brown,MT-ATP6
ENSG00000198901,pink,PRC1
ENSG00000198911,green,SREBF2
ENSG00000198918,black,RPL39
ENSG00000198925,black,ATG9A
ENSG00000198931,black,APRT
ENSG00000198948,blue,MFAP3L
ENSG00000198951,black,NAGA
ENSG00000198959,black,TGM2
ENSG00000198964,black,SGMS1
ENSG00000203306,brown,AP001007.1
ENSG00000203326,black,ZNF525
ENSG00000203414,brown,BTBD7P1
ENSG00000203435,brown,AC104600.1
ENSG00000203589,brown,RP5-886K2.1
ENSG00000203705,brown,TATDN3
ENSG00000203710,turquoise,CR1
ENSG00000203811,salmon,HIST2H3C
ENSG00000203813,salmon,HIST1H3H
ENSG00000203814,salmon,HIST2H2BF
ENSG00000203857,black,HSD3B1
ENSG00000203883,green,SOX18
ENSG00000203995,brown,ZYG11A
ENSG00000204010,turquoise,IFIT1B
ENSG00000204103,turquoise,MAFB
ENSG00000204128,black,C2orf72
ENSG00000204136,green,GGTA1P
ENSG00000204152,greenyellow,TIMM23B
ENSG00000204160,black,ZDHHC18
ENSG00000204172,brown,AGAP10
ENSG00000204219,turquoise,TCEA3
ENSG00000204316,black,MRPL38
ENSG00000204323,black,SMIM5
ENSG00000204370,black,SDHD
ENSG00000204406,greenyellow,MBD5
ENSG00000204410,brown,MSH5
ENSG00000204514,brown,ZNF814
ENSG00000204531,brown,POU5F1
ENSG00000204604,black,ZNF468
ENSG00000204628,black,GNB2L1
ENSG00000204790,brown,CBWD6
ENSG00000204794,brown,PGM5P1
ENSG00000204842,brown,ATXN2
ENSG00000204852,brown,TCTN1
ENSG00000204909,brown,SPINK9
ENSG00000204923,brown,FBXO48
ENSG00000204941,blue,PSG5
ENSG00000205047,brown,FLJ00104
ENSG00000205060,pink,SLC35B4
ENSG00000205086,brown,C2orf91
ENSG00000205155,black,PSENEN
ENSG00000205176,brown,REXO1L1P
ENSG00000205189,greenyellow,ZBTB10
ENSG00000205213,blue,LGR4
ENSG00000205220,black,PSMB10
ENSG00000205221,turquoise,VIT
ENSG00000205464,brown,ATP6AP1L
ENSG00000205542,green,TMSB4X
ENSG00000205581,greenyellow,HMGN1
ENSG00000205707,greenyellow,LYRM5
ENSG00000205758,brown,CRYZL1
ENSG00000205791,brown,LOH12CR2
ENSG00000205808,blue,PPAPDC2
ENSG00000205918,brown,PDPK2
ENSG00000205929,brown,C21orf62
ENSG00000205978,green,NYNRIN
ENSG00000206047,turquoise,DEFA1
ENSG00000206082,brown,LINC01002
ENSG00000206120,brown,EGFEM1P
ENSG00000206149,brown,HERC2P9
ENSG00000206172,turquoise,HBA1
ENSG00000206527,turquoise,PTPLB
ENSG00000206530,brown,WDR52
ENSG00000206538,blue,VGLL3
ENSG00000206557,turquoise,TRIM71
ENSG00000206579,brown,XKR4
ENSG00000211448,turquoise,DIO2
ENSG00000211451,brown,GNRHR2
ENSG00000212907,brown,MT-ND4L
ENSG00000213062,blue,AL021068.1
ENSG00000213064,brown,SFT2D2
ENSG00000213073,brown,RP11-288H12.3
ENSG00000213121,brown,AL590867.1
ENSG00000213186,pink,TRIM59
ENSG00000213218,blue,CSH2
ENSG00000213246,black,SUPT4H1
ENSG00000213366,brown,GSTM2
ENSG00000213411,brown,RBM22P2
ENSG00000213619,black,NDUFS3
ENSG00000213622,brown,AL163952.1
ENSG00000213639,blue,PPP1CB
ENSG00000213699,black,SLC35F6
ENSG00000213741,black,RPS29
ENSG00000213799,blue,ZNF845
ENSG00000213853,black,EMP2
ENSG00000213859,purple,KCTD11
ENSG00000213888,brown,AC005003.1
ENSG00000213903,brown,LTB4R
