nodeName	altName	nodeAttr[nodesPresent, ]
ENSG00000121104	NA	turquoise
ENSG00000121210	NA	turquoise
ENSG00000121274	NA	grey
ENSG00000121297	NA	grey
ENSG00000121310	NA	grey
ENSG00000121316	NA	grey
ENSG00000121390	NA	grey
ENSG00000121413	NA	grey
ENSG00000121417	NA	grey
ENSG00000121440	NA	turquoise
ENSG00000121577	NA	grey
ENSG00000121671	NA	grey
ENSG00000121680	NA	black
ENSG00000121716	NA	grey
ENSG00000121848	NA	brown
ENSG00000121851	NA	grey
ENSG00000121858	NA	turquoise
ENSG00000121879	NA	grey
ENSG00000121900	NA	black
ENSG00000121931	NA	blue
ENSG00000121933	NA	grey
ENSG00000121964	NA	brown
ENSG00000121989	NA	turquoise
ENSG00000122008	NA	grey
ENSG00000122035	NA	green
ENSG00000122042	NA	turquoise
ENSG00000122122	NA	green
ENSG00000122126	NA	purple
ENSG00000122140	NA	grey
ENSG00000122176	NA	green
ENSG00000122257	NA	greenyellow
ENSG00000122299	NA	brown
ENSG00000122359	NA	black
ENSG00000122367	NA	grey
ENSG00000122376	NA	grey
ENSG00000122386	NA	grey
ENSG00000122417	NA	brown
ENSG00000122435	NA	brown
ENSG00000122482	NA	greenyellow
ENSG00000122483	NA	grey
ENSG00000122484	NA	brown
ENSG00000122490	NA	grey
ENSG00000122515	NA	grey
ENSG00000122547	NA	grey
ENSG00000122566	NA	brown
ENSG00000122641	NA	purple
ENSG00000122691	NA	blue
ENSG00000122694	NA	turquoise
ENSG00000122778	NA	blue
ENSG00000122783	NA	grey
ENSG00000122786	NA	grey
ENSG00000122861	NA	grey
ENSG00000122862	NA	turquoise
ENSG00000122863	NA	grey
ENSG00000122870	NA	grey
ENSG00000122884	NA	grey
ENSG00000122952	NA	pink
ENSG00000122966	NA	pink
ENSG00000122970	NA	grey
ENSG00000122971	NA	black
ENSG00000123064	NA	grey
ENSG00000123066	NA	grey
ENSG00000123091	NA	black
ENSG00000123094	NA	purple
ENSG00000123104	NA	grey
ENSG00000123131	NA	turquoise
ENSG00000123136	NA	grey
ENSG00000123143	NA	grey
ENSG00000123144	NA	blue
ENSG00000123159	NA	black
ENSG00000123179	NA	grey
ENSG00000123191	NA	pink
ENSG00000123200	NA	brown
ENSG00000123201	NA	brown
ENSG00000123213	NA	grey
ENSG00000123243	NA	blue
ENSG00000123268	NA	black
ENSG00000123338	NA	green
ENSG00000123349	NA	grey
ENSG00000123352	NA	brown
ENSG00000123353	NA	black
ENSG00000123395	NA	black
ENSG00000123411	NA	grey
ENSG00000123415	NA	grey
ENSG00000123416	NA	salmon
ENSG00000123444	NA	black
ENSG00000123473	NA	pink
ENSG00000123485	NA	pink
ENSG00000123562	NA	grey
ENSG00000123636	NA	grey
ENSG00000123737	NA	greenyellow
ENSG00000123739	NA	blue
ENSG00000123810	NA	grey
ENSG00000123815	NA	grey
ENSG00000123870	NA	grey
ENSG00000123892	NA	grey
ENSG00000123933	NA	grey
ENSG00000123975	NA	grey
ENSG00000123983	NA	grey
ENSG00000123989	NA	black
ENSG00000123992	NA	grey
ENSG00000123999	NA	grey
ENSG00000124006	NA	purple
ENSG00000124067	NA	grey
ENSG00000124104	NA	grey
ENSG00000124145	NA	grey
ENSG00000124151	NA	blue
ENSG00000124155	NA	black
ENSG00000124171	NA	purple
ENSG00000124172	NA	black
ENSG00000124177	NA	grey
ENSG00000124181	NA	grey
ENSG00000124191	NA	grey
ENSG00000124193	NA	grey
ENSG00000124207	NA	blue
ENSG00000124212	NA	turquoise
ENSG00000124222	NA	brown
ENSG00000124224	NA	grey
ENSG00000124225	NA	turquoise
ENSG00000124226	NA	black
ENSG00000124243	NA	grey
ENSG00000124260	NA	black
ENSG00000124333	NA	blue
ENSG00000124380	NA	greenyellow
ENSG00000124383	NA	greenyellow
ENSG00000124422	NA	black
ENSG00000124440	NA	grey
ENSG00000124467	NA	blue
ENSG00000124486	NA	blue
ENSG00000124491	NA	green
ENSG00000124496	NA	grey
ENSG00000124529	NA	grey
ENSG00000124574	NA	brown
ENSG00000124575	NA	grey
ENSG00000124587	NA	grey
ENSG00000124596	NA	blue
ENSG00000124613	NA	grey
ENSG00000124614	NA	black
ENSG00000124635	NA	salmon
ENSG00000124688	NA	black
ENSG00000124693	NA	salmon
ENSG00000124702	NA	black
ENSG00000124733	NA	black
ENSG00000124762	NA	black
ENSG00000124766	NA	turquoise
ENSG00000124784	NA	blue
ENSG00000124785	NA	grey
ENSG00000124788	NA	turquoise
ENSG00000124789	NA	blue
ENSG00000124813	NA	brown
ENSG00000124831	NA	grey
ENSG00000125148	NA	grey
ENSG00000125246	NA	grey
ENSG00000125249	NA	grey
ENSG00000125266	NA	grey
ENSG00000125304	NA	black
ENSG00000125351	NA	brown
ENSG00000125356	NA	black
ENSG00000125384	NA	grey
ENSG00000125386	NA	grey
ENSG00000125430	NA	blue
ENSG00000125462	NA	brown
ENSG00000125503	NA	purple
ENSG00000125520	NA	grey
ENSG00000125637	NA	grey
ENSG00000125652	NA	black
ENSG00000125676	NA	brown
ENSG00000125730	NA	turquoise
ENSG00000125734	NA	black
ENSG00000125743	NA	black
ENSG00000125744	NA	grey
ENSG00000125746	NA	grey
ENSG00000125753	NA	grey
ENSG00000125755	NA	grey
ENSG00000125772	NA	grey
ENSG00000125810	NA	grey
ENSG00000125814	NA	brown
ENSG00000125817	NA	black
ENSG00000125821	NA	green
ENSG00000125826	NA	grey
ENSG00000125835	NA	black
ENSG00000125841	NA	grey
ENSG00000125843	NA	grey
ENSG00000125845	NA	grey
ENSG00000125848	NA	turquoise
ENSG00000125877	NA	black
ENSG00000125885	NA	grey
ENSG00000125898	NA	grey
ENSG00000125901	NA	grey
ENSG00000125910	NA	grey
ENSG00000125912	NA	black
ENSG00000125944	NA	greenyellow
ENSG00000125970	NA	black
ENSG00000125971	NA	black
ENSG00000125991	NA	black
ENSG00000125995	NA	black
ENSG00000126012	NA	grey
ENSG00000126016	NA	grey
ENSG00000126062	NA	black
ENSG00000126070	NA	brown
ENSG00000126088	NA	black
ENSG00000126247	NA	grey
ENSG00000126254	NA	black
ENSG00000126264	NA	grey
ENSG00000126267	NA	black
ENSG00000126391	NA	grey
ENSG00000126432	NA	black
ENSG00000126453	NA	black
ENSG00000126457	NA	grey
ENSG00000126458	NA	grey
ENSG00000126460	NA	grey
ENSG00000126461	NA	grey
ENSG00000126464	NA	grey
ENSG00000126522	NA	green
ENSG00000126524	NA	greenyellow
ENSG00000126550	NA	brown
ENSG00000126561	NA	grey
ENSG00000126603	NA	grey
ENSG00000126653	NA	brown
ENSG00000126705	NA	grey
ENSG00000126709	NA	grey
ENSG00000126756	NA	grey
ENSG00000126777	NA	greenyellow
ENSG00000126785	NA	grey
ENSG00000126787	NA	pink
ENSG00000126821	NA	blue
ENSG00000126822	NA	grey
ENSG00000126860	NA	turquoise
ENSG00000126878	NA	turquoise
ENSG00000126882	NA	turquoise
ENSG00000126903	NA	grey
ENSG00000126934	NA	black
ENSG00000127022	NA	blue
ENSG00000127054	NA	grey
ENSG00000127125	NA	blue
ENSG00000127184	NA	grey
ENSG00000127191	NA	black
ENSG00000127220	NA	black
ENSG00000127314	NA	greenyellow
ENSG00000127329	NA	grey
ENSG00000127399	NA	black
ENSG00000127463	NA	black
ENSG00000127472	NA	grey
ENSG00000127483	NA	grey
ENSG00000127507	NA	grey
ENSG00000127526	NA	black
ENSG00000127540	NA	black
ENSG00000127554	NA	grey
ENSG00000127561	NA	black
ENSG00000127580	NA	grey
ENSG00000127603	NA	grey
ENSG00000127663	NA	grey
ENSG00000127837	NA	black
ENSG00000127838	NA	grey
ENSG00000127870	NA	blue
ENSG00000127884	NA	grey
ENSG00000127903	NA	grey
ENSG00000127914	NA	brown
ENSG00000127947	NA	brown
ENSG00000127948	NA	black
ENSG00000127952	NA	grey
ENSG00000127954	NA	blue
ENSG00000127957	NA	grey
ENSG00000128000	NA	brown
ENSG00000128052	NA	grey
ENSG00000128059	NA	blue
ENSG00000128159	NA	grey
ENSG00000128185	NA	grey
ENSG00000128191	NA	grey
ENSG00000128268	NA	purple
ENSG00000128272	NA	blue
ENSG00000128283	NA	grey
ENSG00000128294	NA	grey
ENSG00000128311	NA	grey
ENSG00000128340	NA	green
ENSG00000128422	NA	turquoise
ENSG00000128487	NA	turquoise
ENSG00000128512	NA	grey
ENSG00000128524	NA	black
ENSG00000128534	NA	grey
ENSG00000128567	NA	grey
ENSG00000128590	NA	black
ENSG00000128595	NA	blue
ENSG00000128604	NA	grey
ENSG00000128626	NA	black
ENSG00000128641	NA	grey
ENSG00000128654	NA	grey
ENSG00000128656	NA	grey
ENSG00000128699	NA	grey
ENSG00000128731	NA	grey
ENSG00000128805	NA	brown
ENSG00000128815	NA	turquoise
ENSG00000128833	NA	grey
ENSG00000128849	NA	grey
ENSG00000128872	NA	grey
ENSG00000128881	NA	blue
ENSG00000128918	NA	turquoise
ENSG00000128923	NA	blue
ENSG00000128973	NA	grey
ENSG00000129003	NA	grey
ENSG00000129009	NA	turquoise
ENSG00000129038	NA	turquoise
ENSG00000129055	NA	grey
ENSG00000129083	NA	black
ENSG00000129084	NA	black
ENSG00000129103	NA	black
ENSG00000129116	NA	turquoise
ENSG00000129187	NA	grey
ENSG00000129197	NA	grey
ENSG00000129204	NA	grey
ENSG00000129219	NA	grey
ENSG00000129226	NA	green
ENSG00000129235	NA	grey
ENSG00000129245	NA	black
ENSG00000129255	NA	black
ENSG00000129277	NA	turquoise
ENSG00000129292	NA	brown
ENSG00000129315	NA	blue
ENSG00000129317	NA	grey
ENSG00000129353	NA	black
ENSG00000129354	NA	black
ENSG00000129355	NA	green
ENSG00000129422	NA	purple
ENSG00000129450	NA	green
ENSG00000129451	NA	brown
ENSG00000129467	NA	grey
ENSG00000129521	NA	turquoise
ENSG00000129534	NA	grey
ENSG00000129538	NA	grey
ENSG00000129562	NA	black
ENSG00000129595	NA	grey
ENSG00000129596	NA	purple
ENSG00000129625	NA	blue
ENSG00000129636	NA	blue
ENSG00000129657	NA	grey
ENSG00000129675	NA	grey
ENSG00000129680	NA	greenyellow
ENSG00000129682	NA	grey
ENSG00000129911	NA	grey
ENSG00000129925	NA	grey
ENSG00000129932	NA	grey
ENSG00000129968	NA	grey
ENSG00000130023	NA	grey
ENSG00000130024	NA	grey
ENSG00000130147	NA	grey
ENSG00000130150	NA	grey
ENSG00000130158	NA	grey
ENSG00000130159	NA	grey
ENSG00000130165	NA	grey
ENSG00000130175	NA	black
ENSG00000130176	NA	turquoise
ENSG00000130177	NA	grey
ENSG00000130193	NA	grey
ENSG00000130202	NA	grey
ENSG00000130203	NA	grey
ENSG00000130204	NA	grey
ENSG00000130208	NA	grey
ENSG00000130222	NA	black
ENSG00000130224	NA	grey
ENSG00000130244	NA	brown
ENSG00000130254	NA	grey
ENSG00000130255	NA	black
ENSG00000130303	NA	grey
ENSG00000130304	NA	brown
ENSG00000130307	NA	grey
ENSG00000130309	NA	grey
ENSG00000130311	NA	grey
ENSG00000130312	NA	grey
ENSG00000130313	NA	grey
ENSG00000130332	NA	grey
ENSG00000130340	NA	blue
ENSG00000130349	NA	grey
ENSG00000130382	NA	black
ENSG00000130396	NA	grey
ENSG00000130402	NA	grey
ENSG00000130413	NA	brown
ENSG00000130429	NA	grey
ENSG00000130449	NA	grey
ENSG00000130479	NA	grey
ENSG00000130489	NA	grey
ENSG00000130508	NA	grey
ENSG00000130511	NA	black
ENSG00000130513	NA	black
ENSG00000130517	NA	grey
ENSG00000130518	NA	grey
ENSG00000130520	NA	black
ENSG00000130522	NA	grey
ENSG00000130545	NA	black
ENSG00000130560	NA	grey
ENSG00000130561	NA	brown
ENSG00000130589	NA	grey
ENSG00000130592	NA	turquoise
ENSG00000130635	NA	turquoise
ENSG00000130669	NA	black
ENSG00000130684	NA	grey
ENSG00000130695	NA	grey
ENSG00000130699	NA	grey
ENSG00000130701	NA	purple
ENSG00000130706	NA	black
ENSG00000130707	NA	grey
ENSG00000130713	NA	brown
ENSG00000130717	NA	black
ENSG00000130723	NA	grey
ENSG00000130725	NA	black
ENSG00000130726	NA	black
ENSG00000130731	NA	grey
ENSG00000130733	NA	black
ENSG00000130734	NA	grey
ENSG00000130749	NA	grey
ENSG00000130755	NA	grey
ENSG00000130766	NA	grey
ENSG00000130775	NA	turquoise
ENSG00000130779	NA	blue
ENSG00000130813	NA	brown
ENSG00000130821	NA	purple
ENSG00000130827	NA	grey
ENSG00000130829	NA	grey
ENSG00000130830	NA	pink
ENSG00000130856	NA	blue
ENSG00000130881	NA	green
ENSG00000130921	NA	brown
ENSG00000130962	NA	purple
ENSG00000130985	NA	grey
ENSG00000131013	NA	greenyellow
ENSG00000131018	NA	grey
ENSG00000131023	NA	greenyellow
ENSG00000131037	NA	purple
ENSG00000131043	NA	black
ENSG00000131051	NA	brown
ENSG00000131055	NA	grey
ENSG00000131069	NA	black
ENSG00000131097	NA	grey
ENSG00000131100	NA	black
ENSG00000131116	NA	grey
ENSG00000131127	NA	brown
ENSG00000131143	NA	black
ENSG00000131148	NA	grey
ENSG00000131149	NA	purple
ENSG00000131165	NA	black
ENSG00000131171	NA	turquoise
ENSG00000131174	NA	grey
ENSG00000131242	NA	pink
ENSG00000131378	NA	grey
ENSG00000131386	NA	grey
ENSG00000131389	NA	purple
ENSG00000131408	NA	black
ENSG00000131435	NA	grey
ENSG00000131437	NA	greenyellow
ENSG00000131446	NA	black
ENSG00000131462	NA	grey
ENSG00000131469	NA	black
ENSG00000131470	NA	grey
ENSG00000131471	NA	turquoise
ENSG00000131475	NA	black
ENSG00000131477	NA	grey
ENSG00000131495	NA	black
ENSG00000131503	NA	grey
ENSG00000131507	NA	blue
ENSG00000131591	NA	grey
ENSG00000131652	NA	black
ENSG00000131653	NA	grey
ENSG00000131669	NA	black
ENSG00000131697	NA	grey
ENSG00000131711	NA	grey
ENSG00000131732	NA	grey
ENSG00000131747	NA	pink
ENSG00000131748	NA	black
ENSG00000131831	NA	grey
ENSG00000131871	NA	black
ENSG00000131873	NA	blue
ENSG00000131941	NA	grey
ENSG00000131943	NA	grey
ENSG00000131966	NA	black
ENSG00000131969	NA	brown
ENSG00000131981	NA	turquoise
ENSG00000132002	NA	blue
ENSG00000132005	NA	grey
ENSG00000132017	NA	black
ENSG00000132024	NA	grey
ENSG00000132122	NA	grey
ENSG00000132128	NA	black
ENSG00000132141	NA	brown
ENSG00000132153	NA	black
ENSG00000132182	NA	pink
ENSG00000132199	NA	grey
ENSG00000132205	NA	turquoise
ENSG00000132254	NA	black
ENSG00000132274	NA	brown
ENSG00000132297	NA	brown
ENSG00000132326	NA	grey
ENSG00000132330	NA	brown
ENSG00000132334	NA	turquoise
ENSG00000132341	NA	grey
ENSG00000132356	NA	greenyellow
ENSG00000132361	NA	grey
ENSG00000132376	NA	grey
ENSG00000132405	NA	grey
ENSG00000132424	NA	brown
ENSG00000132466	NA	greenyellow
ENSG00000132467	NA	grey
ENSG00000132470	NA	grey
ENSG00000132471	NA	grey
ENSG00000132478	NA	grey
ENSG00000132481	NA	turquoise
ENSG00000132485	NA	brown
ENSG00000132507	NA	black
ENSG00000132510	NA	grey
ENSG00000132517	NA	grey
ENSG00000132522	NA	greenyellow
ENSG00000132530	NA	grey
ENSG00000132549	NA	brown
ENSG00000132561	NA	turquoise
ENSG00000132581	NA	black
ENSG00000132589	NA	grey
ENSG00000132612	NA	black
ENSG00000132613	NA	purple
ENSG00000132622	NA	grey
ENSG00000132646	NA	grey
ENSG00000132680	NA	grey
ENSG00000132681	NA	grey
ENSG00000132688	NA	turquoise
ENSG00000132698	NA	black
ENSG00000132768	NA	grey
ENSG00000132780	NA	grey
ENSG00000132819	NA	turquoise
ENSG00000132823	NA	blue
ENSG00000132824	NA	blue
ENSG00000132846	NA	grey
ENSG00000132854	NA	pink
ENSG00000132874	NA	brown
ENSG00000132906	NA	grey
ENSG00000132915	NA	brown
ENSG00000132950	NA	grey
ENSG00000132963	NA	grey
ENSG00000133026	NA	grey
ENSG00000133048	NA	turquoise
ENSG00000133069	NA	turquoise
ENSG00000133104	NA	blue
ENSG00000133106	NA	turquoise
ENSG00000133110	NA	grey
ENSG00000133112	NA	grey
ENSG00000133116	NA	grey
ENSG00000133131	NA	grey
ENSG00000133134	NA	blue
ENSG00000133135	NA	grey
ENSG00000133138	NA	brown
ENSG00000133142	NA	grey
ENSG00000133195	NA	grey
ENSG00000133226	NA	brown
ENSG00000133243	NA	black
ENSG00000133256	NA	grey
ENSG00000133265	NA	grey
ENSG00000133316	NA	grey
ENSG00000133392	NA	turquoise
ENSG00000133460	NA	blue
ENSG00000133466	NA	grey
ENSG00000133477	NA	grey
ENSG00000133561	NA	grey
ENSG00000133574	NA	grey
ENSG00000133597	NA	black
ENSG00000133624	NA	brown
ENSG00000133627	NA	brown
ENSG00000133703	NA	grey
ENSG00000133704	NA	grey
ENSG00000133710	NA	grey
ENSG00000133739	NA	grey
ENSG00000133742	NA	turquoise
ENSG00000133773	NA	greenyellow
ENSG00000133800	NA	green
ENSG00000133816	NA	turquoise
ENSG00000133818	NA	grey
ENSG00000133858	NA	brown
ENSG00000133983	NA	grey
ENSG00000134007	NA	brown
ENSG00000134013	NA	green
ENSG00000134030	NA	turquoise
ENSG00000134046	NA	greenyellow
ENSG00000134049	NA	black
ENSG00000134057	NA	salmon
ENSG00000134086	NA	grey
ENSG00000134107	NA	purple
ENSG00000134108	NA	blue
ENSG00000134109	NA	black
ENSG00000134138	NA	brown
ENSG00000134146	NA	brown
ENSG00000134153	NA	blue
ENSG00000134186	NA	grey
ENSG00000134198	NA	turquoise
ENSG00000134215	NA	blue
ENSG00000134245	NA	grey
ENSG00000134247	NA	black
ENSG00000134248	NA	grey
ENSG00000134278	NA	grey
ENSG00000134294	NA	blue
ENSG00000134297	NA	brown
ENSG00000134308	NA	green
ENSG00000134317	NA	purple
ENSG00000134318	NA	grey
ENSG00000134321	NA	turquoise
ENSG00000134326	NA	turquoise
ENSG00000134333	NA	grey
ENSG00000134352	NA	turquoise
ENSG00000134369	NA	grey
ENSG00000134453	NA	grey
ENSG00000134480	NA	brown
ENSG00000134504	NA	blue
ENSG00000134516	NA	turquoise
ENSG00000134531	NA	turquoise
ENSG00000134532	NA	grey
ENSG00000134533	NA	grey
ENSG00000134539	NA	brown
ENSG00000134575	NA	black
ENSG00000134590	NA	grey
ENSG00000134602	NA	blue
ENSG00000134686	NA	grey
ENSG00000134744	NA	brown
ENSG00000134748	NA	grey
ENSG00000134775	NA	turquoise
ENSG00000134779	NA	grey
ENSG00000134780	NA	grey
ENSG00000134802	NA	turquoise
ENSG00000134817	NA	grey
ENSG00000134825	NA	black
ENSG00000134830	NA	grey
ENSG00000134852	NA	blue
ENSG00000134853	NA	grey
ENSG00000134871	NA	green
ENSG00000134874	NA	grey
ENSG00000134882	NA	black
ENSG00000134884	NA	brown
ENSG00000134897	NA	grey
ENSG00000134909	NA	grey
ENSG00000134910	NA	blue
ENSG00000134954	NA	grey
ENSG00000134970	NA	blue
ENSG00000134982	NA	grey
ENSG00000135002	NA	purple
ENSG00000135048	NA	blue
ENSG00000135074	NA	turquoise
ENSG00000135077	NA	green
ENSG00000135090	NA	grey
ENSG00000135111	NA	blue
ENSG00000135116	NA	brown
ENSG00000135164	NA	brown
ENSG00000135205	NA	grey
ENSG00000135213	NA	grey
ENSG00000135245	NA	purple
ENSG00000135269	NA	grey
ENSG00000135272	NA	turquoise
ENSG00000135315	NA	grey
ENSG00000135316	NA	brown
ENSG00000135338	NA	greenyellow
ENSG00000135346	NA	black
ENSG00000135365	NA	grey
ENSG00000135378	NA	blue
ENSG00000135390	NA	black
ENSG00000135392	NA	black
ENSG00000135404	NA	black
ENSG00000135407	NA	brown
ENSG00000135441	NA	black
ENSG00000135446	NA	black
ENSG00000135452	NA	black
ENSG00000135457	NA	grey
ENSG00000135473	NA	grey
ENSG00000135480	NA	grey
ENSG00000135506	NA	grey
ENSG00000135535	NA	black
ENSG00000135541	NA	grey
ENSG00000135549	NA	blue
ENSG00000135587	NA	black
ENSG00000135596	NA	grey
ENSG00000135604	NA	blue
ENSG00000135617	NA	grey
ENSG00000135631	NA	black
ENSG00000135632	NA	grey
ENSG00000135636	NA	grey
ENSG00000135637	NA	brown
ENSG00000135677	NA	grey
ENSG00000135698	NA	grey
ENSG00000135723	NA	green
ENSG00000135747	NA	brown
ENSG00000135749	NA	grey
ENSG00000135766	NA	grey
ENSG00000135835	NA	grey
ENSG00000135837	NA	greenyellow
ENSG00000135842	NA	turquoise
ENSG00000135862	NA	grey
ENSG00000135870	NA	grey
ENSG00000135899	NA	grey
ENSG00000135905	NA	turquoise
ENSG00000135916	NA	grey
ENSG00000135919	NA	turquoise
ENSG00000135924	NA	grey
ENSG00000135926	NA	black
ENSG00000135940	NA	grey
ENSG00000135968	NA	brown
ENSG00000135976	NA	brown
ENSG00000135999	NA	greenyellow
ENSG00000136002	NA	grey
ENSG00000136010	NA	turquoise
ENSG00000136051	NA	grey
ENSG00000136068	NA	turquoise
ENSG00000136108	NA	pink
ENSG00000136147	NA	brown
ENSG00000136156	NA	turquoise
ENSG00000136160	NA	grey
ENSG00000136161	NA	grey
ENSG00000136169	NA	grey
ENSG00000136193	NA	turquoise
ENSG00000136205	NA	grey
ENSG00000136213	NA	grey
ENSG00000136231	NA	blue
ENSG00000136237	NA	grey
ENSG00000136240	NA	black
ENSG00000136247	NA	grey
ENSG00000136250	NA	green
ENSG00000136261	NA	black
ENSG00000136270	NA	black
ENSG00000136286	NA	turquoise
ENSG00000136295	NA	green
ENSG00000136379	NA	blue
ENSG00000136383	NA	grey
ENSG00000136425	NA	black
ENSG00000136487	NA	black
ENSG00000136488	NA	black
ENSG00000136490	NA	grey
ENSG00000136527	NA	greenyellow
ENSG00000136546	NA	grey
ENSG00000136682	NA	grey
ENSG00000136689	NA	turquoise
ENSG00000136710	NA	grey
ENSG00000136715	NA	blue
ENSG00000136720	NA	grey
ENSG00000136731	NA	blue
ENSG00000136732	NA	turquoise
ENSG00000136783	NA	grey
ENSG00000136802	NA	purple
ENSG00000136807	NA	grey
ENSG00000136826	NA	grey
ENSG00000136830	NA	black
ENSG00000136840	NA	grey
ENSG00000136848	NA	purple
ENSG00000136856	NA	grey
ENSG00000136859	NA	turquoise
ENSG00000136867	NA	black
ENSG00000136869	NA	grey
ENSG00000136877	NA	grey
ENSG00000136888	NA	black
ENSG00000136895	NA	brown
ENSG00000136908	NA	black
ENSG00000136929	NA	turquoise
ENSG00000136930	NA	black
ENSG00000136936	NA	greenyellow
ENSG00000136938	NA	grey
ENSG00000136942	NA	grey
ENSG00000136960	NA	grey
ENSG00000136997	NA	grey
ENSG00000137038	NA	grey
ENSG00000137100	NA	black
ENSG00000137106	NA	black
ENSG00000137124	NA	turquoise
ENSG00000137133	NA	grey
ENSG00000137135	NA	grey
ENSG00000137154	NA	black
ENSG00000137161	NA	grey
ENSG00000137166	NA	grey
ENSG00000137168	NA	pink
ENSG00000137185	NA	grey
ENSG00000137193	NA	grey
ENSG00000137203	NA	grey
ENSG00000137207	NA	black
ENSG00000137259	NA	salmon
ENSG00000137266	NA	pink
ENSG00000137267	NA	turquoise
ENSG00000137269	NA	purple
ENSG00000137270	NA	blue
ENSG00000137273	NA	grey
ENSG00000137288	NA	grey
ENSG00000137309	NA	pink
ENSG00000137364	NA	grey
ENSG00000137393	NA	grey
ENSG00000137409	NA	black
ENSG00000137460	NA	blue
ENSG00000137462	NA	turquoise
ENSG00000137474	NA	pink
ENSG00000137486	NA	grey
ENSG00000137492	NA	greenyellow
ENSG00000137496	NA	grey
ENSG00000137500	NA	brown
ENSG00000137501	NA	grey
ENSG00000137502	NA	grey
ENSG00000137504	NA	brown
ENSG00000137509	NA	turquoise
ENSG00000137522	NA	grey
ENSG00000137547	NA	grey
ENSG00000137642	NA	turquoise
ENSG00000137672	NA	grey
ENSG00000137699	NA	grey
ENSG00000137709	NA	blue
ENSG00000137710	NA	blue
ENSG00000137714	NA	black
ENSG00000137727	NA	grey
ENSG00000137747	NA	black
ENSG00000137760	NA	grey
ENSG00000137767	NA	green
ENSG00000137776	NA	brown
ENSG00000137801	NA	turquoise
ENSG00000137804	NA	pink
ENSG00000137809	NA	turquoise
ENSG00000137812	NA	pink
ENSG00000137817	NA	grey
ENSG00000137818	NA	grey
ENSG00000137821	NA	grey
ENSG00000137824	NA	black
ENSG00000137831	NA	grey
ENSG00000137841	NA	grey
ENSG00000137845	NA	blue
ENSG00000137868	NA	grey
ENSG00000137869	NA	blue
ENSG00000137871	NA	brown
ENSG00000137876	NA	grey
ENSG00000137878	NA	grey
ENSG00000137880	NA	grey
ENSG00000137936	NA	purple
ENSG00000137941	NA	grey
ENSG00000137959	NA	grey
ENSG00000137960	NA	turquoise
ENSG00000137962	NA	grey
ENSG00000137965	NA	grey
ENSG00000138018	NA	blue
ENSG00000138029	NA	grey
ENSG00000138035	NA	brown
ENSG00000138050	NA	brown
ENSG00000138073	NA	black
ENSG00000138074	NA	black
ENSG00000138078	NA	grey
ENSG00000138079	NA	brown
ENSG00000138080	NA	green
ENSG00000138081	NA	brown
ENSG00000138085	NA	black
ENSG00000138107	NA	black
ENSG00000138131	NA	turquoise
ENSG00000138138	NA	blue
ENSG00000138160	NA	pink
ENSG00000138172	NA	black
ENSG00000138180	NA	pink
ENSG00000138182	NA	brown
ENSG00000138185	NA	blue
ENSG00000138190	NA	grey
ENSG00000138193	NA	grey
ENSG00000138293	NA	grey
ENSG00000138326	NA	grey
ENSG00000138336	NA	grey
ENSG00000138385	NA	greenyellow
ENSG00000138386	NA	turquoise
ENSG00000138398	NA	brown
ENSG00000138430	NA	pink
ENSG00000138433	NA	greenyellow
ENSG00000138434	NA	black
ENSG00000138459	NA	blue
ENSG00000138463	NA	blue
ENSG00000138468	NA	brown
ENSG00000138495	NA	blue
ENSG00000138496	NA	turquoise
ENSG00000138593	NA	blue
ENSG00000138600	NA	black
ENSG00000138623	NA	grey
ENSG00000138629	NA	black
ENSG00000138640	NA	blue
ENSG00000138641	NA	turquoise
ENSG00000138642	NA	turquoise
ENSG00000138658	NA	brown
ENSG00000138668	NA	brown
ENSG00000138675	NA	brown
ENSG00000138688	NA	brown
ENSG00000138709	NA	greenyellow
ENSG00000138735	NA	grey
ENSG00000138738	NA	grey
ENSG00000138756	NA	grey
ENSG00000138759	NA	grey
ENSG00000138764	NA	turquoise
ENSG00000138767	NA	blue
ENSG00000138771	NA	turquoise
ENSG00000138778	NA	pink
ENSG00000138801	NA	turquoise
ENSG00000138814	NA	turquoise
ENSG00000138821	NA	blue
ENSG00000138834	NA	grey
ENSG00000138835	NA	grey
ENSG00000138867	NA	grey
ENSG00000138942	NA	black
ENSG00000138964	NA	grey
ENSG00000139055	NA	turquoise
ENSG00000139083	NA	grey
ENSG00000139112	NA	black
ENSG00000139132	NA	blue
ENSG00000139146	NA	grey
ENSG00000139168	NA	grey
ENSG00000139180	NA	black
ENSG00000139197	NA	black
ENSG00000139211	NA	turquoise
ENSG00000139233	NA	greenyellow
ENSG00000139278	NA	turquoise
ENSG00000139287	NA	brown
ENSG00000139289	NA	grey
ENSG00000139329	NA	turquoise
ENSG00000139343	NA	grey
ENSG00000139344	NA	grey
ENSG00000139350	NA	grey
ENSG00000139364	NA	grey
ENSG00000139372	NA	blue
ENSG00000139405	NA	grey
ENSG00000139437	NA	grey
ENSG00000139496	NA	blue
ENSG00000139517	NA	blue
ENSG00000139546	NA	black
ENSG00000139547	NA	brown
ENSG00000139618	NA	grey
ENSG00000139620	NA	grey
ENSG00000139625	NA	grey
ENSG00000139629	NA	turquoise
ENSG00000139631	NA	grey
ENSG00000139641	NA	grey
ENSG00000139644	NA	black
